text,category
Eee eid ikka ang edutthu ennu paranjekk,Positive
Ahaa hahaha ha.... Nte ponnikkka mutheeee,Positive
Pwoolich....adhya 3 manikkoor il...30k kku mukalil views....,Positive
Ithin dislike addikunavar lokka tholvikallayirkkum,Positive
FDFS LOCKED  LALETTAN  RAJUETTAN  uff ejathi,Positive
Feel good movie 2019 le best movie aavum ithu urappu,Positive
2million... One day poolumaayillaaaa. Iragittt.. Great lalettaa,Positive
Eante ponnooo romanjam vannu poeonnum parayanilla,Positive
Eth oru onnonnara padam aavum enn urappullavar like adi,Positive
Surajettan kunjunni mash ayi abhinayichal powlikku.m,Positive
Pakka trailer. Rajuvettan Brilliance. Lalettante all time best character aavum.. luv u laletta,Positive
Lucifer kandu. Eny Ethu. Kananam.. Ohhhh.,Positive
Lalettan fans full support und makkaleee......,Positive
Ithu kidukkum,Positive
Padam 1 st day kaanum athu urappu.,Positive
masss effect,Positive
Arudeyum kaneer oppan vannadhalla njn... !! Pakshe karayikunnavarude thala njn adichu pwolikkum full on full power,Positive
Again Again Rajuvettan Theertha Ee vismayam kanaan vanne nokkunavarundoo...,Positive
Costumes Irshad khan Cherukunnuijj Poli mutheeee,Positive
aaa last bhakam marana mass #mammookka,Positive
LALETTAAA MUTHEE POLICHU,Positive
Edhu kondu prethiraj neruthiyal Kollam,Positive
Mammotiyude look divasam kudunthorum kodi varikayannallo,Positive
malayala sinimakkoru puthiya charithram pirakkatte !,Positive
Oru  mikacha thriling movie aavum,Positive
Undakku shesham mammookayude adutha natural movie,Positive
Jayasurya chyuna a ella characters um pwoliya... Shaji pappen,Positive
Mammukka ningal bharikkanam Malayalam Cinema iniyulla kalavum,Positive
Ende ammo aa mundu madakki vechulla aa chavitt !!! . laletta.,Positive
Trailer I'll tannaayy full story uondu,Positive
Oru BIGB  feel....  ..aiivaaaaa.  Pwolichuu,Positive
Pinneyum pinneyum kaaaanunnavar like adi... Lalatten ishtam,Positive
Positive kittiyal pinne parayandallo.... Ettan fan aaya njan thanme kannu thalli poi bookings kandu,Positive
Annum ennum ennum ikka mass,Positive
vere level trailer and bgm gopi sunder musical,Positive
E masathew 28 enna date  nalathekakan pattuvoooo ..... pattillah allew.....wait chaiyanmm  ..,Positive
Jelli kettinte trailer bgm pole ind,Positive
E traileril ntha chekutan undo,Positive
kalakki Kalakki. Onnum parayan illa,Positive
Oru saada nalla naatin purathe kada..athre ullu...aenike ishtta pettu.,Positive
Vere level of making nd lalettan was awesome,Positive
Next Week china povan irikkana njan ithu kandeche njan povathullu,Positive
Ohoo mamooka powlikum ee jati tralier making kiduwee,Positive
Onnum parayanilla. Vere leval movie ayirikkum,Positive
Raju ettaaaa ningal Vera level,Positive
Ithoru onnonnara ITEM avumenn urappullavar LIKE ADI,Positive
Late aayi vannalum latest aayi varuvenne,Positive
Oru marana mass chitramaavatte laleeta lucifer,Positive
adiyum bahalavumillathe swasthamayi kandirikkan pattunna oru nalla cinema,Positive
Mohanlal prithvi fans like adik lucifer bamber hit akum,Positive
Jayasurya mass after long time.podi pooram,Positive
Mammukka ningalau muthhaaa oru rakshayilaaa kikiduuu,Positive
Fight dialoge bgm oru rakshayum illa,Positive
E padathinte making ushar aanenu thonunu..  Trailer kanditt padam kandathokem thallipoli aayirnu.  But trailer pwolichu,Positive
JAI LUCIFER JAI LALETTAN JAI PRITHWI,Positive
Nalla punch ulla trailer mamooka Jai anusree shamna ellarkum bst of luck,Positive
Suraj ettan fans fans like ivide,Positive
Eid usharakkanam ..Ithiri late ayalum nammal polikkum. Mammukka sa,Positive
E padam hit akum enn urapullavar like adikan ulla sthalam,Positive
Ith oru onnonnara item aayrikkum,Positive
Njan mammoty fan Ann pakshe enikk ishtapettu,Positive
Aa thodakathile august cinemas eenu title card varumbol olla bgm Pwoli,Positive
Ettan mass kanikkan thudangiyath innum innaleyumonnumalle makkale,Positive
im a katta lalettan fan....but ithu hit aaakanam..heavy,Positive
Katta vishayam oru rekshem illa etta fdfs,Positive
Oru dubbing padathinte trailer pole.  kidu,Positive
Myarakam ikka  Hollywood direction and visuals,Positive
Ini kando... Adiude Ideude Vedi pooram......,Positive
Aa kannukal mathram mathi a character depth mansilkan laletta.....,Positive
Trailer Oru rakshyum illa adi poli jayettan takarkkum,Positive
Movide peru kandu dislike adikaan vannatha,Positive
Kidu bgm for ikka kidu movie super,Positive
MAMMOOKKAAA....  NIGHAL MUTHAANU....Nighal kola maassalla...  kolaveri maasaanu.....,Positive
Deleep atta padam orappu maga hit,Positive
Ikka i lv uuuuu big screen kandolan waitinggggg,Positive
Vineethangil adu supero super chodikanundo allea vineetheaaa,Positive
Fdfs vare wait cheyyan pattilla Ijjathi ittam Mamookka,Positive
Owf Poli......angane oru paad naal kazhinj oru Nalla cinima kanaan povnu,Positive
Enta ponno ikka kalakum van trailer,Positive
Entammo ikka powli powli ...heavy item,Positive
Ini aarkkum onnum parayaanillallooo Remember the Name: Laleettan,Positive
Inn ni8 full repeat adich kanan ponavar ivide like adicholu,Positive
Adipoliii movie..Suraj nta acting super ayiittodee....anike othiri ishtapatuuu..super movie,Positive
Mudi valarthi lalettan pazhya rajashilpi look thannee 0.51 il... super,Positive
@02:19 Ee scene theatril polikkum .... Lalettta :):>3,Positive
njaghalu katta waiting aanu...nov 21 aavunnillallo ennoru pbm,Positive
Vivek oberoi best villan powli,Positive
Kalathu ezhunnettu ee trailer kanumbol oru unmesham kittunnudu,Positive
Trailer oru rakshayum illa 3 vattam kandu  Not the point aarudeyum fan alla,Positive
Ambooo Roman ezunettu  EPIC loading,Positive
Powlii powlii...last dialogue comedy anenkilu kidlm tyming,Positive
Oru rakshayum illa ikka ingal yendhon manusyanaaa itihasam,Positive
Trailernu katta wait cheythirikkunna ethra aalundu ivide,Positive
oru rakshayum illlla. orappicho muruga ninte mukalilekkk oru asuravithinte idivettu entry kathninnooo 100 crore club  adichaaaaaach,Positive
Orika kanda veendum veendum kanan thonnum..,Positive
EyyaLu Nthu Manushana Oru Rakshayum Ella Kidu,Positive
ikkante mugham illathe thanne super mugham koode kanichenkil enthavum avastha,Positive
Rajuvetta ningal mass annu.  Ammoo enna oru feel.  Laletta,Positive
Uff mwonr kinnam kaachya item,Positive
madhura rajayum  usharavatte ...from a lalettan fan .,Positive
Mamookayude padamaayalum lalettan te padamaanenkilum itoru malayalam padamaanu athorkanam nammaku Ella industrikaleyum vettichu nammade Malayalam industriye unnatangalil ethikanam,Positive
Njan oru a10 fan aanu but ithu kollaam...... nammade ikka poliyaanuu..... all the best......,Positive
Ee padam kand chirich pandaram adangi,Positive
Hvy iteam,Positive
Njan aashupatriyiloottu pookuvaa...ullla roomamellam roomanjichu parinju pooyi..baakki ulllathu pongithanna nikkuva..etttan maatana maaraka maasss*,Positive
Fight vere level teateril paper kure keerendi varum ichayoooo,Positive
Trailer vere level Anu makkaleMammookka uyir...   mamangam_november 21,Positive
Ethilum valiya masSs eni ella  Padam 100 crore loading,Positive
Gopi sunderinte teaser bgm kaliyakkiyavarkkulla marupadi koodi,Positive
Eee oru movie  mohanlal fan aakumennu katta waiting,Positive
69 years old Megastar  Nammude Mammookkaa oreee poli mammookkaa,Positive
Oru mass political- family blockbuster hit aakatteyenn aashamsikkunnu,Positive
Vineeth sreenivasan presents,Positive
Ikkaye kanan vendi mathram fdfs urapichavar like,Positive
Ente ikkkaaaa kola mass YouTube hang aanu makkale,Positive
1 st day kazinju theatre bakki undayal mathiyayirunnu...lalettan,Positive
Lucifer pola nalla oru padam avatte,Positive
Negative aayi onmilla   eattn polikm,Positive
Lastilathe punch kaanan mathram veendum vannavarundel chummathonnu njekkiyechum poike,Positive
Pwlichu........... Ikkka pwlichu,Positive
Ambooo  Ettan kidu acting  Raju Ettan poli making,Positive
onnum parayan Ila...mammokka polichu.... Thakarthuu....,Positive
Suraj ettan soubin ikka enn kelkkumbo thanne oru nalla cinema yude smell adikkunnund.waiting for releasing,Positive
Ejjati item ettan pwolikkum all the best raju etta,Positive
Ohhh my god... endhokke looks aanu...  onnum parayaanillaa... katta waiting lalettaa...,Positive
ooro secondum mmakkayude entrik vendi waiting aayirunnu,Positive
Lalettan faanan but ee trailer kidukki tto,Positive
Adipoli,Positive
Ipo 10 vattam kandu yennittum madhiyavunnilla romanjifikshan ikka,Positive
Padam polikunna thonnunne Soubin oru pradhibasam thanne Ambili kandit oru onnonnara fana ayi njn,Positive
Prathviraaj,Positive
Ithu polulla padam ikkanekkonde abhinayichu kanikkan pattu,Positive
Padam kidilan ane oru rakshayumilla pakshe ithpole padam englishilum umd Robot And Frank enn pere athum pwoliyane,Positive
Super mega hit aaayirikkum  mark,Positive
Aaaa mundum pookal shirtum vere arund ithra look,Positive
Trailer kidukki..film ith pole nannaya mathiyarnnu.,Positive
Enta ponno ithu verae level Iove u ikka,Positive
Korach adhikum award kude  undakendi verum enn toonna suraajettante acting kanumbo,Positive
Wow..Maranamaas Trailer  Gopi Sundar bgm oru rakshemilla ttaa...Hit like if u watch FDFS,Positive
Ith kidukkan aakum...  Eagerly waiting... lub you ikkaa from eattan fan...,Positive
Trailer kand  romanjam  Vanna ettan  fans like adikn,Positive
Onnum parayanilla pratheshakalkkapuram nammakku asvathikkan pattiya trailer  ethra pravisham kandittum mathiyaunnilla,Positive
Kidu trailer.  iniyulla Kali ikkayude pilleru nokkikolam triple strongode,Positive
Enik. Albudham sidiqane aan 1kodi bajat aayalum. 100 kodi bajatayalum sidiq athil. Kanum. Legend.,Positive
Prithviraj. Nighal oru marana mass sambavam,Positive
Katta waiting madura raja mammokka kidu mass,Positive
Ente ponnnuuuuuuu Lalettaaa... baaki oke kili vannit parayam,Positive
Chandhuvineyum pazhashiyekalum mukalil nilkan pokunna oru muthal.. chandrothe ee vellyamamma..,Positive
Cinema vizag kandu... Polichu ... Super duper hit,Positive
Poster kanditt feel good anenn karuthi kanathe vitu,Positive
Mammootty fans polum like adichu pokum adaru trailer,Positive
Havy havy super super kidu kidu,Positive
Trailer oru rashilla kili poyi laletta poli anitta,Positive
Adhikarappeduthunna gadikaarame. Ithu gadikarangal nilakkunna nimisham. Indian cinemayude mugamudhra,Positive
Raja returnssss makkale....ithu marana mass padamaayirikkum,Positive
Oru poli polikum 21n ......pooram kanan chry abhinaya ......ang por,Positive
endhake paranjalu nammal malayalikalude chungukal lalettanu màmmukkayum thanneyanu laletta kkimamukka kki,Positive
Lalettante ittimanikk...njanga ikkayude piller vaka best of luck,Positive
Heavy trailer,Positive
Ente laletta onnum parayanilla ningal mass anu..  ningale pole ningale ullu,Positive
kidu  katta waiting    mamamookkaaaa,Positive
Enter ettaaaaaaaa ohh onnum parayaan ellaaaaa,Positive
trailer powli aayi.cinemayum angane thanne aavum enn pratheekshikkunnu,Positive
Enna bodyaa mamooty iniyum oru 10 ankathinulla balyam undu.,Positive
Njan mathram aano sunny chechiyee kaanan vannath  Sunny chechi uyir,Positive
Ikkaa...  nigalu mass aanu...  pinnem pinnem irunna kanan thonnuvaa....,Positive
Neerali,Positive
Mammookka Nte Look Vere Level,Positive
Muslingalk idayilum Xristhanikalk idayilum Hindukalk idayilum  Ivanu ore oru pereyyllu.....raja,Positive
ikka dlg delivery oru rakshayumilla ... love uuuhhhhh ikkaaaaa,Positive
Nice...ikka mass   . All th bst #lalettan fan,Positive
I am കട്ട  waiting for,Positive
Vishukk entha special enn aarelum chodichaal ad madhuraraaja aanenn paranjeer,Positive
Etu lucifere polichu adukum...... Raja return daa.....,Positive
Ikka muthanu ...prayam koodunthorum kooduthal monjan......,Positive
Oru 100cr koody njnga Ing aduthu #EIDMUBARAK,Positive
100 o 200 crore club il keeriyillelum padam super aayal mathi naangalkk Love you Ikka  Love you Laletta,Positive
Malayalathinte swandham lalettanu  all kerala dulquar salman fansinte vijayasamshagal,Positive
Odiyanil poya pratheeksha luciferin thannekkua ....Etta....minnichekkane .,Positive
Ini aaanu kali trailer kalakki above expectations,Positive
Marana maasss feeel trailer. Padathinum ad kittiyal polikum,Positive
Kandittum kandittum madhiyaavunnillallo deyvame.....Ente laletta ningal star alla oru GALAXY aanu,Positive
Njan poye kanan mammookkaye al wahdha MALL njan kandu,Positive
Ee like button oru thavanaye adikkaan pattu allee,Positive
vijaricha Pola allallo kidu analla,Positive
Mass....  kola masssss Tovino polichadukiiiii Tovino uyirr annuu.....,Positive
Annyaayam... *ROMANJAM*    ikkaaaaaaaa.........,Positive
Sunny chechinte song kelkkan waiting,Positive
John Abraham Palakkal ....Marana Mass Mammookka,Positive
Adichu makkale... 10M.. Epozhm trailer kanunnavar undo??,Positive
Oru aradhakan avanayi oru katha menanju.... Aradhakan stronganekill avan double strong anu..... #prithvi#lalettan,Positive
All best mammokka  Team mamangam  Mammokka fans like,Positive
Wowww.. Amazing.. Katta waiting.. Ikka and unni.. Super..,Positive
Mammokka ponnikka happy birthday  love you,Positive
Lalettan annum innum ennum mollywood raja,Positive
ingeru karanam abhimanikkam oroo malayalikkum,Positive
Oru rekshayum illa makkale poliiiii action scenes,Positive
Trailer kanditt padam hit aanenn thonnunnu,Positive
Nta daivamme ....Ponnu laletta  ningal muthannu,Positive
Vere level love you laletta...,Positive
Mollywood stylish aavanmenkil namude ikka tanne varanam      mega star,Positive
simha thailvaaaaaaaa ie pravasham double strongalla  triple strong  raja solunathdanda seyuve  seyunate mathram soluve mammmoookkaa polikkum,Positive
Ndh kadippada 13k dislike adichavark.. Nallath kanda nallathenne parayanm.... Atra chorinnindanki valla mullu murikinm ker myrole,Positive
Charithra cinema cheyyan annum innum mammukkaye vellan oruthanum illa. Kidiloski trailer.,Positive
ithu pwolikkum... sudaani from nigeria movie eavdokyo manasil oodi vannu...!!!,Positive
Trailer yethra pravashyam kandenn yenikkane ariyilla,Positive
Enna lookanu ikka...... U r the best,Positive
Ikka ki jai powli trailer onum parayan ella super masss,Positive
Oru raksha yil Laleetan polichuuu rajuettan nega vare level annuuuu,Positive
Happy New Year LalettaCinema kanduketto..Love u,Positive
box office nte kaaryathil oru theerumaanamaaay,Positive
Tovino machanzz oru rakshayumilla waiting for  kalkki,Positive
Mamangam oru mamangamaayi thanne kondadum... great,Positive
Ithu polikkum surajin kodukk oru like.,Positive
Vedikettu...ee vecation Lucifer kondupoyi makkale....Lalettan & Rajuettan ....,Positive
Onnum parayanilla.. ikka ee role polichadakkum enn sure,Positive
Malayala cinemayude range enthanen ariyan erikkunathe ullu MAMANGAM,Positive
Poli.      L,Positive
inn poyi padam kandu ..ufffffff oru rakshayum illa poliii,Positive
Malayala cinemayude .....  Ore oru Rajavu   #Lalettan,Positive
Mass trailer... Lalettaaaaa oru rakshayumilla. Pwolichu... Lalettan muthaanu... Prithvi sarikum njettichu. Lalettan+prithvi=Lucifer(blockbuster )... Lalettan ishtam,Positive
Avasanam oru superman puchu ude  mamukka powlikum  kude madura rajayum,Positive
lov uuuuuuuuuu etttaaaaaaa  romajam vanu chavum,Positive
Uff uff uff ijjadi ikaaaaaaaaaaaaa ponnikkkaaaaaaaa,Positive
Kgf poleyulla padam kanda feel.. kidilam,Positive
Jayasurya MASS Look! And super trailer,Positive
Kola mass ennu thoniyavar evdea like adiku,Positive
Supr trailer oru vettame like adikkan pattullu ennoru sankadam athra kidu trlr,Positive
Ikkha Mess aanu  #mamookkha  #dq,Positive
Super aakumennu ariyamayirunnu pakshey etu maha maha soooper....,Positive
Onnum parayaanilla.....kaathirikkunnu Lucifer ney kaanaan!!! Prithvirajj polichuttooo...iniyum porattey cinemakal....Muralii...ingalu muthaanu...,Positive
Full pulimurugan castith polikm muruga nee theerneda,Positive
Ikka Fans Like here  And Maranamass,Positive
Oru rakshem illaa  Lalettan  Prithvi,Positive
rajaede pilllar strong anell ettante pillerrr strongoo strong.....,Positive
Mammukka kalakam super trailer rajaiuda team double strong alla trouble strong annu,Positive
Ente ponno rajuvetta namichu lalettan is back,Positive
E  adaaar item adaaar item ennu paranchal entha ennu eppalla manasilayathu,Positive
trailar mas  padam marana mas rajayum pillarum kali thudagi  pakalam,Positive
Ikka,Positive
Ente ponnoo ejjathi  Ithu malayalathinte oreoru mamangam,Positive
Duper hit aavatte  Mammookka,Positive
Dislike adikkunnavan mar kandoooo Lalettan puthiya adar item................,Positive
Romancham vanna trailer... and ...lalettante..Vaadaa...!!!.... ith pwolikkum.....,Positive
Ethra kandalum veendum kanan thonunna trailer.,Positive
good,Positive
Wow  katta maas movie.... ....waiting,Positive
Oru rakashayum ella  Ikka polichu,Positive
Lucifer ...Rajuvettan malayalcinemakku nalkan pokunna ponthuval .....Lalettann awaiting ....For your devil lucifer,Positive
Lokathilie ettavum mikacha nadan,Positive
Terror bgm theater ilakki marikkunna item aanenn oru soochana iam waiting,Positive
Poli oru rakshayum illa...  dileep ettan...,Positive
Ethu 18 alla ethu athukum mele Ulla PADI Anu,Positive
Annum inum ee manilla natturajavuu lalettan matram ettan ishtam,Positive
Super movie lalettan oru rakshella,Positive
PazhKkam koodubol veeryam koodunna veenanu ikka,Positive
romanjification love you laletta ithu pwolikkum,Positive
Nte laletta  Idikatta waiting aaa..... Ummah. Theatre pooraparambha urappaa,Positive
Camera chaithirikkunnathu nalla pakka pakka... Nalla dop.... Orupadishtay,Positive
Ikka fan alla ennalum ith ikkade etavum valiya blockbuster avate Ennan agraham,Positive
Mammmokhaaa 69 vayyas ayye annetum look entaa ponooo,Positive
cinema virodhikal dislike aayittu ethiyalo.. nthado nannaavaathe.. ikkayeyum ettaneyum verukaan ngane pattunnu keedangale..??,Positive
Lalettnje engne kanan agrahichu ath angne namnal kandu,Positive
Enatammo pwoli itemm marana mass trailer,Positive
FDFS locked Megastar Mamookka,Positive
Inganathe oru padathin vendi aayirunnu kaathiripp...avanteyokke.. friendshipum..romanceum...chaliyum..masalayum.. kand maduth,Positive
Lalettan massaaa verum Mass Alla kolamass lalettan ki jaiiii,Positive
Polichu trailer by suriya fan padam polikum,Positive
Oru reksham ella masss atra parayan epol patuuuuuuu laletan polychu,Positive
Ooh!! Mass ennoke paranjal para masss... Lalettan kiii,Positive
dhe ithayrunnu njangalkku vendathu <3 rajuvetta thank you so much <3 lalettan <3,Positive
Nalla oru survival movie avum enn pratheekshikunnu,Positive
Enta ponoooo  enna lookaaaaa,Positive
E Padam Hit avunnu e Trailer kandittu thonnunna #LalettanFans Hit #LIKE #SpikerzTraveller,Positive
Kandittu malayala cinimak nalloru savidayakan koodi kittum ennoru thonal,Positive
Njan kandukondee irikunnu... vendum vendum.. vere aarenkilm undo ennae pole....,Positive
Vineeth ettante film aayathukondu super aayirikum urappaaa,Positive
Ini releasine vendi katta waiting,Positive
Aadhyam lalettante kude Lucifer...Ippo mammukayude koode ith....Rajuvettaaa,Positive
Padathil animation undenn paranjappo ethreem karutheela   Ikka super,Positive
Time @2:03 am....ethu kanditteee urangan pogunullu.....nale Kanan bakki vachillaa ennu thannee kanannm.... waiting to see #lal,Positive
Kolakkollliiii  trailer kand njettiyavr aarund,Positive
EE  oonam ETT!M@@N! KONDUPOOKUM THERRCHA.....,Positive
ikka ningal enthina ingane njangale romanjam kollikane,Positive
ee pulli great father inte grand father aaayi varum....kolakolli item,Positive
Oh enthoot kidu trailer laletta.. kidu mass!!! Love u.. and welldone Prithviraj!,Positive
Ee christmasile oru mass entertainer aavum ee film....,Positive
Trailer ndoke erakiyalum lalettante record thakarkan lalettanu matre pattu,Positive
Laletta ingal vere leval annu Waiting #L,Positive
NOV 21 MAranamass Pwolii  FDFS Locked,Positive
Shooooo....9 manikku kaanan thodangiyadhaa....12:30 aayi....ethra vattam kandu ennadhinum kanakkilaa....nirthaan pattunilalo.....oru katta Mohanlal prithviraj aaradhakande rodhanam!!!!!,Positive
Ee Easter um Vishum njangal angu eduthu..,Positive
Super waiting Ikka fans like idh Madhura Raja daaaa,Positive
Raj yeta thagarthuve movie super dooper hit adichi polikam even in tamil nadu ithu nambalda movie ah hit akam,Positive
Laletttaaaa heavy padam industrial hit definite,Positive
Variety laletta,Positive
Ith powlikkutttaaaa...... Mavoyist alla avnta appan vannalum nammal odikkum,Positive
katta waiting ..from a katta ettan fan,Positive
Onnum parayanila. ..nte ponno ...katta waiting March 28,Positive
Ee Aduth Kandathil Veach.... Kidilan Trailer....  Ikka....Padam Pwolikum,Positive
Trailer veedum veedum kanunavare njn mathramoo??????,Positive
Ambo... marakam ikka polichu by katta lalettan fan,Positive
Suraj Chetan kunjunni maashinte athe cut und.....valare nalla character chetaa,Positive
Ith oru onnonnara film aanennu ente manass parayunnu,Positive
Ente rajuettaa ningl oru jinn aanu,Positive
Sorry Trailer  veendum veendum kandukondirikunnathkaranam Comments\r  vazhikkan pattiyittilla Mammookka polikkum,Positive
Trailer TRIPLE STRONG akumenu orapullavar like adik,Positive
Oru rekshayum illa trailer laletta ingal oru maha sambhavaato,Positive
Supper Mamooka Mamooka Pakaram Mamooka Mathram,Positive
Lucifer   Trailer.Mammokka kidukki . Trailer Eshttapettavar evide Like അടി മക്കളെ,Positive
Trailer pwolliiii Eni padam koodi set ayaaa,Positive
Hvy bgm.... Hvy trailer....... Hvy massssssssss...... Ikkaaaaaaaaaa polikkumm.... Romanjam kond irikan vayya.... Ikka inga polikkum,Positive
Mammooka polikum asifikka yude oru guast roll  athinum katta waiting,Positive
Ithil polikkan pokunneth aah pillera50 more newcomers aahaa,Positive
100cr club keriyathinu sesham trailer kandavar undo,Positive
X mas en oru pooram aha,Positive
Super mammoookkkaaa... ....   Oru lalettan bhakthan..,Positive
No way man ikkaaaa next hit,Positive
Waiting .. Katta waiting.... Mammooka love you  Ikka istham,Positive
Adaaar item   Lalettan and Prithuvi.,Positive
Mamooka ningal vismayipichu kontirikaanu ee prayathilum,Positive
Pwolichu Bgm Vere Level Ikka Waiting,Positive
Ijathi item  kandittey povu,Positive
Entammooooo oru raksha illatha trailer Bgmil evidekkeyo avengersinte bgm ullath Poole thonnunnath enik maathram aano?,Positive
Oru raksha illa oru adaar item  Marana Mass Ennu Paranjaal ithanu  Super Super Super,Positive
Lalettan prithvi combo ....,Positive
trailor editor kk oru kuthirapavan kodukaan thonnunavar ivide camonnnn!!!!,Positive
ikka scholl mass dailogue ellarum maranna mattoru item und therrunnillallo katta exitment raju ettan  full suspence...,Positive
Mamookayude padamaayalum lalettan te padamaanenkilum itoru malayalam padamaanu athorkanam nammaku Ella industrikaleyum vettichu nammade Malayalam industriye unnatangalil ethikanam,Positive
supr ikka powli ..... padam supr arikkim urappaa.... ikka lve u ....,Positive
Padathe patti undayirunnu ah mundharana maari...Oru mass padam thanne ayirikkum...Best wishes,Positive
Kurach massum aayittanallo jayetta ipravishathe varav,Positive
Makkale ethu polikkum    oru raksayumilla,Positive
Mass enokka paranja onannara mass athanu mammukka....,Positive
Ikka polichu athum e prayathil love u ikka,Positive
Tovino chetta pwoli love from Kanniyakumari,Positive
Adipoly . Rocking enik eshtamaayi . Adipoly . Rock on,Positive
BGM kidukkiiiiiiiii makkale koode mammukka combi,Positive
Mamukka I  like  you,Positive
Dileepettan...luv u ..luv u so much,Positive
MURALI GOPI NINGALUDE DIALOGUE PWOLIYAANU. ..MWTHE,Positive
Ithe namma jayikkan mathram kalikana kaliyaaaaa,Positive
Katta waiting,Positive
Oru rakshyum illatha trailer Trailer ingane aanenkil movie eganeyayirikkum mass aayirukkm,Positive
Lalettante katta fan aanu njan all the best laletta,Positive
Ithu polikkum urappa...kidu..... Prithvikoodi undaavanamennu aagrahikkunnu... By a lalettan fan,Positive
Entammoooo lalettan clean shave look maarakam katta waiting for odiyan ettan daaaa,Positive
Perunnalinu biriyaniyum selfiyu palliyil pokkum unda trailarum aaha andhass,Positive
Versatile Star Jayasurya  Mass kaa baap  pwoli item loading.......,Positive
Rajuvetta katta waiting for Lucifer,Positive
Sooragetta poolichutoo last dialogue epic,Positive
trailer kandu full comedy aanannu manasilakkivar evde come on,Positive
Katta mammokka fans like buttonil power kanikku Trailer polichu,Positive
November 21 avan kathirikunnavar like adich pwolikk,Positive
madhura raja trailerinu surya fansinte ashamsakal,Positive
Jayasuriya Vijaya Babu Combination After Aadu Movie.,Positive
Ee cinema ethayalum mammukaude blockbuster movie ayyirikum.100%,Positive
Asif ikka ye screen il kaanan katta waiting..,Positive
Dec 12 onn akan etra nalay waiting anu,Positive
ikka vannu makkale . iniyanu kaliyude idiyude vedi pooram,Positive
Polichu trailer mass padam marana mass aarikkum urapp,Positive
Katta waiting. Nalla padamaanennu thonnunnu.,Positive
Kalipp look and katta kalipp trailer.. blood boil moment,Positive
Mattoru DHRISHYAM...  aakum..  Aakattey..  Athinte soochana trailer il und,Positive
Kidilolkidilam item. Katta Waiting For Odiyan,Positive
Indhrans fansinte ellaa aashamsakalum supportum!!! Pwolikku makkale!!!!!,Positive
Athra thavana kanditum madip thonunile oru rekshym ile super,Positive
Valluvanaadi ne poole aavan Oru Range venamedaa,Positive
Pwli oru rakshyum illa muthaa ikkaaa,Positive
prayam koodum thorum cinema adipwoli akukayanallo,Positive
Ikkakkaano! ettanaano!  kooduthal view&like ulle enn nokkaan varunnavar ivde oru lyk idu....,Positive
Ente ikka oru rakshem Ulla,Positive
Last dialogue.... oru rakshem illla... .... Asoooya verum asoooya.... Sontham naadine vittukodukunna kali illa enth vannalm...,Positive
Madhura Raja ....Pokkiri Raja....Rajadhi Raja...Bellaadi Raja Raja Always Mammookka Da,Positive
Pani Ariyavunaknd thanneya pidichu nikune ..  oru family feel good movie koodi vrununde ...   Happy Birthday  Mammooka,Positive
Entha oru enegy nammude daddy girigayum undu ithu polikum,Positive
Ithrayum pratheekshichillaaa. Ikkayude pilleru tripple allaa 100 madangu strong aahhh,Positive
Ith polikun Nighal ath parayunnu Polikumo illayo Polikum akil like cheyu,Positive
Surajanenn trailer pakuthyethiyappo mathrame manassilayullooo... surajettan pwoli,Positive
Teateril poi kanan katta waiting ayavar like adiche.. ikka ishtam,Positive
Ntemmo... Romam eneett ninn dance kalikkunn.. Rajaaaa return,Positive
entammo romanjaam romam ezhunettu nikkunnu . enna trailara laletan marana mass,Positive
Ente ponnuu dileepetta trailer polichu ikkayude aniyanu dileepettanu vijayashamsakal nerunnu dileepettan peruthishtam ikka uyir,Positive
Ithu polichuuu ..   Tovinoo .. Broii .. I m also a ichayan of mii kalla kochu .. .,Positive
Ee 2019 enna varsham Maamookkant thanne aan,Positive
Ethra kodi kittiyalum illellum nalla film aayal mathiyaayrunnu,Positive
Ee Trailer Njan Thaetril Kandappo Ennaa Feelaan! Tovino Achayan Ishtam!,Positive
Ippozhum repeat adich kanunnavar ivdey like ikka,Positive
immathiri item ellam abhrapaliyil kananamenkil innum ee arupathiyettukaran orungiyiranganamennathu enthoru virodhabhasamanu #proudofyou mammookka,Positive
Mamoookaaaa massssss.....uff rakshayillaaaa...ikka ennum mass ka bapp,Positive
Otta peru MAMMOOTY  bgm kodoora mass Apo eidum abrahaamin,Positive
ikka ennum top lanu one and only raja,Positive
#brothersday yil prithwiraj sukumaran #LAD il mallika sukumaran #ittimaniyil late sukumaran This onam polikkum,Positive
Nannayi varatte . Manassil niranja Ashamsakal,Positive
Ente ponnu mammokka ningalekkondu oru rakshayumillallo,Positive
Ikkaykk lalettan fans inte vaka oru adipoli wish,Positive
Rajetta ithreyum pratheekshchillaa.... kidu feel... romaanjam. Ithu pwolikkum,Positive
Onne parayanollu eee prayathil eemathiri role athu mamookakkalathe arkuu pattum,Positive
Mamangam ikka ithre vendu katta waiting,Positive
We r waiting 4 stephen nedumumpalli.lalettan rajuvettan combo mooshamaavilla yennariyaam. Trailer polich,Positive
laletta oru raksha illaa all over super annu.. thanks to prithvi,Positive
Ente ammo kidilol kidilam. Oru raksha illa. Prayathe vellum veeran,Positive
Ithu kandittu eganna unlike addikan thothuthooo avoo,Positive
Ninga polik ikka namma undu koode......alla pinne..,Positive
